time,Filename,abs_time,Tube,ToD,Day,Actinic_par,OD680,OD720
5,20250128_B2201_MCMIX004_123_0,2025-01-21T06:30:00Z,1,11,0,83.5016,0.03014,0.01096
6,20250128_B2201_MCMIX004_123_0,2025-01-21T06:36:00Z,1,12,0,89.5009,0.03216,0.01289
7,20250128_B2201_MCMIX004_123_0,2025-01-21T06:42:00Z,1,13,0,84.4998,0.03482,0.01408
8,20250128_B2201_MCMIX004_123_0,2025-01-21T06:48:00Z,1,14,0,68.4957,0.04242,0.01647
9,20250128_B2201_MCMIX004_123_0,2025-01-21T06:54:00Z,1,15,0,45.4974,0.05081,0.02986
10,20250128_B2201_MCMIX004_123_0,2025-01-21T07:00:00Z,1,16,0,22.5,0.04611,0.0222
11,20250128_B2201_MCMIX004_123_0,2025-01-21T07:06:00Z,1,17,0,6.4984,0.05032,0.02617
12,20250128_B2201_MCMIX004_123_0,2025-01-21T07:12:00Z,1,18,0,0.4991,0.04837,0.02494
13,20250128_B2201_MCMIX004_123_0,2025-01-21T07:18:00Z,1,19,1,0.4991,0.04402,0.03063
14,20250128_B2201_MCMIX004_123_0,2025-01-21T07:24:00Z,1,20,1,0.4991,0.04258,0.02235
15,20250128_B2201_MCMIX004_123_0,2025-01-21T07:30:00Z,1,21,1,0.4991,0.04162,0.02068
16,20250128_B2201_MCMIX004_123_0,2025-01-21T07:36:00Z,1,22,1,0.4991,0.04067,0.02053
17,20250128_B2201_MCMIX004_123_0,2025-01-21T07:42:00Z,1,23,1,0.4991,0.03813,0.01948
18,20250128_B2201_MCMIX004_123_0,2025-01-21T07:48:00Z,1,0,1,0.4991,0.03703,0.01872
20,20250128_B2201_MCMIX004_123_0,2025-01-21T08:00:00Z,1,2,1,0.4991,0.03561,0.01827
21,20250128_B2201_MCMIX004_123_0,2025-01-21T08:06:00Z,1,3,1,0.4991,0.0331,0.01632
22,20250128_B2201_MCMIX004_123_0,2025-01-21T08:12:00Z,1,4,1,0.4991,0.03185,0.01692
23,20250128_B2201_MCMIX004_123_0,2025-01-21T08:18:00Z,1,5,1,0.4991,0.02983,0.01467
24,20250128_B2201_MCMIX004_123_0,2025-01-21T08:24:00Z,1,6,1,0.4991,0.03232,0.01378
25,20250128_B2201_MCMIX004_123_0,2025-01-21T08:30:00Z,1,7,1,5.5002,0.02813,0.01303
26,20250128_B2201_MCMIX004_123_0,2025-01-21T08:36:00Z,1,8,1,22.5,0.02782,0.01289
27,20250128_B2201_MCMIX004_123_0,2025-01-21T08:42:00Z,1,9,1,44.5026,0.02797,0.01214
28,20250128_B2201_MCMIX004_123_0,2025-01-21T08:48:00Z,1,10,1,67.5,0.02921,0.01303
29,20250128_B2201_MCMIX004_123_0,2025-01-21T08:54:00Z,1,11,1,83.5016,0.02874,0.01452
30,20250128_B2201_MCMIX004_123_0,2025-01-21T09:00:00Z,1,12,1,89.5009,0.03154,0.01512
31,20250128_B2201_MCMIX004_123_0,2025-01-21T09:06:00Z,1,13,1,84.4998,0.03138,0.01482
32,20250128_B2201_MCMIX004_123_0,2025-01-21T09:12:00Z,1,14,1,68.4957,0.03263,0.01587
33,20250128_B2201_MCMIX004_123_0,2025-01-21T09:18:00Z,1,15,1,45.4974,0.05589,0.02571
34,20250128_B2201_MCMIX004_123_0,2025-01-21T09:24:00Z,1,16,1,22.5,0.0513,0.02586
35,20250128_B2201_MCMIX004_123_0,2025-01-21T09:30:00Z,1,17,1,6.4984,0.04935,0.0222
36,20250128_B2201_MCMIX004_123_0,2025-01-21T09:36:00Z,1,18,2,0.4991,0.04595,0.02099
37,20250128_B2201_MCMIX004_123_0,2025-01-21T09:42:00Z,1,19,2,0.4991,0.04531,0.02326
38,20250128_B2201_MCMIX004_123_0,2025-01-21T09:48:00Z,1,20,2,0.4991,0.04178,0.02099
39,20250128_B2201_MCMIX004_123_0,2025-01-21T09:54:00Z,1,21,2,0.4991,0.03876,0.01948
40,20250128_B2201_MCMIX004_123_0,2025-01-21T10:00:00Z,1,22,2,0.4991,0.03734,0.01993
41,20250128_B2201_MCMIX004_123_0,2025-01-21T10:06:00Z,1,23,2,0.4991,0.03545,0.01752
42,20250128_B2201_MCMIX004_123_0,2025-01-21T10:12:00Z,1,0,2,0.4991,0.03029,0.01452
43,20250128_B2201_MCMIX004_123_0,2025-01-21T10:18:00Z,1,1,2,0.4991,0.02689,0.01512
44,20250128_B2201_MCMIX004_123_0,2025-01-21T10:24:00Z,1,2,2,0.4991,0.02766,0.01467
45,20250128_B2201_MCMIX004_123_0,2025-01-21T10:30:00Z,1,3,2,0.4991,0.02704,0.012
46,20250128_B2201_MCMIX004_123_0,2025-01-21T10:36:00Z,1,4,2,0.4991,0.02336,0.01096
47,20250128_B2201_MCMIX004_123_0,2025-01-21T10:42:00Z,1,5,2,0.4991,0.02459,0.01303
48,20250128_B2201_MCMIX004_123_0,2025-01-21T10:48:00Z,1,6,2,0.4991,0.02001,0.01378
49,20250128_B2201_MCMIX004_123_0,2025-01-21T10:54:00Z,1,7,2,5.5002,0.02183,0.01155
50,20250128_B2201_MCMIX004_123_0,2025-01-21T11:00:00Z,1,8,2,22.5,0.02062,0.01007
51,20250128_B2201_MCMIX004_123_0,2025-01-21T11:06:00Z,1,9,2,44.5026,0.02535,0.01185
56,20250128_B2201_MCMIX004_123_0,2025-01-21T11:36:00Z,1,14,2,90.4974,0.0637,0.02724
57,20250128_B2201_MCMIX004_123_0,2025-01-21T11:42:00Z,1,15,2,60.4974,0.06876,0.03234
58,20250128_B2201_MCMIX004_123_0,2025-01-21T11:48:00Z,1,16,2,30.4926,0.06741,0.03079
59,20250128_B2201_MCMIX004_123_0,2025-01-21T11:54:00Z,1,17,2,8.4982,0.06538,0.03515
60,20250128_B2201_MCMIX004_123_0,2025-01-21T12:00:00Z,1,18,2,0.4997,0.05953,0.03218
61,20250128_B2201_MCMIX004_123_0,2025-01-21T12:06:00Z,1,19,3,0.4997,0.05953,0.02326
62,20250128_B2201_MCMIX004_123_0,2025-01-21T12:12:00Z,1,20,3,0.4997,0.05179,0.02632
63,20250128_B2201_MCMIX004_123_0,2025-01-21T12:18:00Z,1,21,3,0.4997,0.05457,0.02525
64,20250128_B2201_MCMIX004_123_0,2025-01-21T12:24:00Z,1,22,3,0.4997,0.0513,0.02311
65,20250128_B2201_MCMIX004_123_0,2025-01-21T12:30:00Z,1,23,3,0.4997,0.05936,0.02801
66,20250128_B2201_MCMIX004_123_0,2025-01-21T12:36:00Z,1,0,3,0.4997,0.05228,0.02663
67,20250128_B2201_MCMIX004_123_0,2025-01-21T12:42:00Z,1,1,3,0.4997,0.05457,0.02663
68,20250128_B2201_MCMIX004_123_0,2025-01-21T12:48:00Z,1,2,3,0.4997,0.05473,0.02525
69,20250128_B2201_MCMIX004_123_0,2025-01-21T12:54:00Z,1,3,3,0.4997,0.05441,0.02494
70,20250128_B2201_MCMIX004_123_0,2025-01-21T13:00:00Z,1,4,3,0.4997,0.05704,0.02235
71,20250128_B2201_MCMIX004_123_0,2025-01-21T13:06:00Z,1,5,3,0.4997,0.05655,0.03032
72,20250128_B2201_MCMIX004_123_0,2025-01-21T13:12:00Z,1,6,3,0.4997,0.05721,0.02786
73,20250128_B2201_MCMIX004_123_0,2025-01-21T13:18:00Z,1,7,3,7.5017,0.06454,0.02955
75,20250128_B2201_MCMIX004_123_0,2025-01-21T13:30:00Z,1,9,3,59.5026,0.06639,0.03048
76,20250128_B2201_MCMIX004_123_0,2025-01-21T13:36:00Z,1,10,3,89.5074,0.07457,0.03577
77,20250128_B2201_MCMIX004_123_0,2025-01-21T13:42:00Z,1,11,3,111.5018,0.08098,0.04464
78,20250128_B2201_MCMIX004_123_0,2025-01-21T13:48:00Z,1,12,3,119.5003,0.08572,0.03939
79,20250128_B2201_MCMIX004_123_0,2025-01-21T13:54:00Z,1,13,3,112.4983,0.09338,0.04384
80,20250128_B2201_MCMIX004_123_0,2025-01-21T14:00:00Z,1,14,3,90.4974,0.09916,0.05581
81,20250128_B2201_MCMIX004_123_0,2025-01-21T14:06:00Z,1,15,3,60.4974,0.10780000000000001,0.05581
82,20250128_B2201_MCMIX004_123_0,2025-01-21T14:12:00Z,1,16,3,30.4926,0.12697,0.0656
83,20250128_B2201_MCMIX004_123_0,2025-01-21T14:18:00Z,1,17,3,8.4982,0.10669,0.07322
84,20250128_B2201_MCMIX004_123_0,2025-01-21T14:24:00Z,1,18,4,0.4997,0.11322,0.05713
85,20250128_B2201_MCMIX004_123_0,2025-01-21T14:30:00Z,1,19,4,0.4997,0.11454,0.06209
86,20250128_B2201_MCMIX004_123_0,2025-01-21T14:36:00Z,1,20,4,0.4997,0.10687,0.06309
87,20250128_B2201_MCMIX004_123_0,2025-01-21T14:42:00Z,1,21,4,0.4997,0.10929,0.0493
88,20250128_B2201_MCMIX004_123_0,2025-01-21T14:48:00Z,1,22,4,0.4997,0.12061,0.05812
89,20250128_B2201_MCMIX004_123_0,2025-01-21T14:54:00Z,1,23,4,0.4997,0.1065,0.05795
90,20250128_B2201_MCMIX004_123_0,2025-01-21T15:00:00Z,1,0,4,0.4997,0.10263,0.05287
91,20250128_B2201_MCMIX004_123_0,2025-01-21T15:06:00Z,1,1,4,0.4997,0.1041,0.05401
93,20250128_B2201_MCMIX004_123_0,2025-01-21T15:18:00Z,1,3,4,0.4997,0.10172,0.05385
94,20250128_B2201_MCMIX004_123_0,2025-01-21T15:24:00Z,1,4,4,0.4997,0.11209,0.0568
95,20250128_B2201_MCMIX004_123_0,2025-01-21T15:30:00Z,1,5,4,0.4997,0.10948,0.05532
96,20250128_B2201_MCMIX004_123_0,2025-01-21T15:36:00Z,1,6,4,0.4997,0.11228,0.05795
97,20250128_B2201_MCMIX004_123_0,2025-01-21T15:42:00Z,1,7,4,7.5017,0.11397,0.06259
98,20250128_B2201_MCMIX004_123_0,2025-01-21T15:48:00Z,1,8,4,29.5026,0.11795,0.05845
99,20250128_B2201_MCMIX004_123_0,2025-01-21T15:54:00Z,1,9,4,59.5026,0.11492,0.05631
100,20250128_B2201_MCMIX004_123_0,2025-01-21T16:00:00Z,1,10,4,89.5074,0.1151,0.05828
101,20250128_B2201_MCMIX004_123_0,2025-01-21T16:06:00Z,1,11,4,111.5018,0.13126,0.06276
102,20250128_B2201_MCMIX004_123_0,2025-01-21T16:12:00Z,1,12,4,119.5003,0.12407,0.06093
104,20250128_B2201_MCMIX004_123_0,2025-01-21T16:24:00Z,1,14,4,90.4974,0.1448,0.0722
105,20250128_B2201_MCMIX004_123_0,2025-01-21T16:30:00Z,1,15,4,60.4974,0.14218,0.0722
106,20250128_B2201_MCMIX004_123_0,2025-01-21T16:36:00Z,1,16,4,30.4926,0.14359,0.07648
107,20250128_B2201_MCMIX004_123_0,2025-01-21T16:42:00Z,1,17,4,8.4982,0.14077,0.0722
108,20250128_B2201_MCMIX004_123_0,2025-01-21T16:48:00Z,1,18,4,0.4997,0.14866,0.08045
109,20250128_B2201_MCMIX004_123_0,2025-01-21T16:54:00Z,1,19,5,0.4997,0.1452,0.07135
110,20250128_B2201_MCMIX004_123_0,2025-01-21T17:00:00Z,1,20,5,0.4997,0.14906,0.07425
111,20250128_B2201_MCMIX004_123_0,2025-01-21T17:06:00Z,1,21,5,0.4997,0.14278,0.0722
112,20250128_B2201_MCMIX004_123_0,2025-01-21T17:12:00Z,1,22,5,0.4997,0.14238,0.07169
113,20250128_B2201_MCMIX004_123_0,2025-01-21T17:18:00Z,1,23,5,0.4997,0.15214,0.08011
114,20250128_B2201_MCMIX004_123_0,2025-01-21T17:24:00Z,1,0,5,0.4997,0.14723,0.07579
115,20250128_B2201_MCMIX004_123_0,2025-01-21T17:30:00Z,1,1,5,0.4997,0.14379,0.0751
117,20250128_B2201_MCMIX004_123_0,2025-01-21T17:42:00Z,1,3,5,0.4997,0.14642,0.07699
118,20250128_B2201_MCMIX004_123_0,2025-01-21T17:48:00Z,1,4,5,0.4997,0.14581,0.07373
119,20250128_B2201_MCMIX004_123_0,2025-01-21T17:54:00Z,1,5,5,0.4997,0.14927,0.07665
120,20250128_B2201_MCMIX004_123_0,2025-01-21T18:00:00Z,1,6,5,0.4997,0.14318,0.07682
121,20250128_B2201_MCMIX004_123_0,2025-01-21T18:06:00Z,1,7,5,7.5017,0.14784,0.07442
122,20250128_B2201_MCMIX004_123_0,2025-01-21T18:12:00Z,1,8,5,29.5026,0.14764,0.07135
123,20250128_B2201_MCMIX004_123_0,2025-01-21T18:18:00Z,1,9,5,59.5026,0.15877,0.08237
124,20250128_B2201_MCMIX004_123_0,2025-01-21T18:24:00Z,1,10,5,89.5074,0.15689,0.07613
125,20250128_B2201_MCMIX004_123_0,2025-01-21T18:30:00Z,1,11,5,111.5018,0.16571,0.08394
126,20250128_B2201_MCMIX004_123_0,2025-01-21T18:36:00Z,1,12,5,119.5003,0.16763,0.08552
128,20250128_B2201_MCMIX004_123_0,2025-01-21T18:48:00Z,1,14,5,90.4974,0.18148,0.08851
129,20250128_B2201_MCMIX004_123_0,2025-01-21T18:54:00Z,1,15,5,60.4974,0.18524,0.09763
130,20250128_B2201_MCMIX004_123_0,2025-01-21T19:00:00Z,1,16,5,30.4926,0.18747,0.09799
131,20250128_B2201_MCMIX004_123_0,2025-01-21T19:06:00Z,1,17,5,8.4982,0.1906,0.10144
132,20250128_B2201_MCMIX004_123_0,2025-01-21T19:12:00Z,1,18,6,0.4997,0.18702,0.09962
133,20250128_B2201_MCMIX004_123_0,2025-01-21T19:18:00Z,1,19,6,0.4997,0.18881,0.10053
134,20250128_B2201_MCMIX004_123_0,2025-01-21T19:24:00Z,1,20,6,0.4997,0.18769,0.09962
136,20250128_B2201_MCMIX004_123_0,2025-01-21T19:36:00Z,1,22,6,0.4997,0.1897,0.09817
137,20250128_B2201_MCMIX004_123_0,2025-01-21T19:42:00Z,1,23,6,0.4997,0.18814,0.09872
138,20250128_B2201_MCMIX004_123_0,2025-01-21T19:48:00Z,1,0,6,0.4997,0.19172,0.09817
139,20250128_B2201_MCMIX004_123_0,2025-01-21T19:54:00Z,1,1,6,0.4997,0.18724,0.09673
140,20250128_B2201_MCMIX004_123_0,2025-01-21T20:00:00Z,1,2,6,0.4997,0.19015,0.10035
141,20250128_B2201_MCMIX004_123_0,2025-01-21T20:06:00Z,1,3,6,0.4997,0.1897,0.09836
142,20250128_B2201_MCMIX004_123_0,2025-01-21T20:12:00Z,1,4,6,0.4997,0.18524,0.09745
143,20250128_B2201_MCMIX004_123_0,2025-01-21T20:18:00Z,1,5,6,0.4997,0.1848,0.09637
144,20250128_B2201_MCMIX004_123_0,2025-01-21T20:24:00Z,1,6,6,0.4997,0.18791,0.09799
145,20250128_B2201_MCMIX004_123_0,2025-01-21T20:30:00Z,1,7,6,7.5017,0.1915,0.10529
146,20250128_B2201_MCMIX004_123_0,2025-01-21T20:36:00Z,1,8,6,29.5026,0.18925,0.09745
147,20250128_B2201_MCMIX004_123_0,2025-01-21T20:42:00Z,1,9,6,59.5026,0.1933,0.09457
148,20250128_B2201_MCMIX004_123_0,2025-01-21T20:48:00Z,1,10,6,89.5074,0.20175,0.10071
149,20250128_B2201_MCMIX004_123_0,2025-01-21T20:54:00Z,1,11,6,111.5018,0.20152,0.09926
151,20250128_B2201_MCMIX004_123_0,2025-01-21T21:06:00Z,1,13,6,84.4998,0.20802,0.10621
152,20250128_B2201_MCMIX004_123_0,2025-01-21T21:12:00Z,1,14,6,68.4957,0.20989,0.10658
153,20250128_B2201_MCMIX004_123_0,2025-01-21T21:18:00Z,1,15,6,45.4974,0.20825,0.10565
154,20250128_B2201_MCMIX004_123_0,2025-01-21T21:24:00Z,1,16,6,22.5,0.20802,0.10547
155,20250128_B2201_MCMIX004_123_0,2025-01-21T21:30:00Z,1,17,6,6.4984,0.20522,0.10547
156,20250128_B2201_MCMIX004_123_0,2025-01-21T21:36:00Z,1,18,6,0.4991,0.20872,0.10676
157,20250128_B2201_MCMIX004_123_0,2025-01-21T21:42:00Z,1,19,7,0.4991,0.20545,0.10694
158,20250128_B2201_MCMIX004_123_0,2025-01-21T21:48:00Z,1,20,7,0.4991,0.21201,0.11009
159,20250128_B2201_MCMIX004_123_0,2025-01-21T21:54:00Z,1,21,7,0.4991,0.21367,0.10805
160,20250128_B2201_MCMIX004_123_0,2025-01-21T22:00:00Z,1,22,7,0.4991,0.20499,0.1075
161,20250128_B2201_MCMIX004_123_0,2025-01-21T22:06:00Z,1,23,7,0.4991,0.21272,0.10972
162,20250128_B2201_MCMIX004_123_0,2025-01-21T22:12:00Z,1,0,7,0.4991,0.21107,0.10805
163,20250128_B2201_MCMIX004_123_0,2025-01-21T22:18:00Z,1,1,7,0.4991,0.21772,0.10991
164,20250128_B2201_MCMIX004_123_0,2025-01-21T22:24:00Z,1,2,7,0.4991,0.21131,0.10805
165,20250128_B2201_MCMIX004_123_0,2025-01-21T22:30:00Z,1,3,7,0.4991,0.21438,0.10842
166,20250128_B2201_MCMIX004_123_0,2025-01-21T22:36:00Z,1,4,7,0.4991,0.20919,0.10584
167,20250128_B2201_MCMIX004_123_0,2025-01-21T22:42:00Z,1,5,7,0.4991,0.21154,0.10621
168,20250128_B2201_MCMIX004_123_0,2025-01-21T22:48:00Z,1,6,7,0.4991,0.20872,0.10309
169,20250128_B2201_MCMIX004_123_0,2025-01-21T22:54:00Z,1,7,7,5.5002,0.20639,0.10474
170,20250128_B2201_MCMIX004_123_0,2025-01-21T23:00:00Z,1,8,7,22.5,0.20406,0.09872
171,20250128_B2201_MCMIX004_123_0,2025-01-21T23:06:00Z,1,9,7,44.5026,0.21178,0.10529
172,20250128_B2201_MCMIX004_123_0,2025-01-21T23:12:00Z,1,10,7,67.5,0.21486,0.10547
173,20250128_B2201_MCMIX004_123_0,2025-01-21T23:18:00Z,1,11,7,83.5016,0.22132,0.11009
174,20250128_B2201_MCMIX004_123_0,2025-01-21T23:24:00Z,1,12,7,89.9935,0.21891,0.10842
175,20250128_B2201_MCMIX004_123_0,2025-01-21T23:30:00Z,1,13,7,84.4998,0.22349,0.11177
176,20250128_B2201_MCMIX004_123_0,2025-01-21T23:36:00Z,1,14,7,68.4957,0.23429,0.11684
177,20250128_B2201_MCMIX004_123_0,2025-01-21T23:42:00Z,1,15,7,45.4974,0.2408,0.13614
178,20250128_B2201_MCMIX004_123_0,2025-01-21T23:48:00Z,1,16,7,22.5,0.24231,0.12369
179,20250128_B2201_MCMIX004_123_0,2025-01-21T23:54:00Z,1,17,7,6.4984,0.23454,0.12044
180,20250128_B2201_MCMIX004_123_0,2025-01-22T00:00:00Z,1,18,8,0.4991,0.23454,0.11949
181,20250128_B2201_MCMIX004_123_0,2025-01-22T00:06:00Z,1,19,8,0.4991,0.2328,0.12006
182,20250128_B2201_MCMIX004_123_0,2025-01-22T00:12:00Z,1,20,8,0.4991,0.23132,0.11703
183,20250128_B2201_MCMIX004_123_0,2025-01-22T00:18:00Z,1,21,8,0.4991,0.23058,0.11495
184,20250128_B2201_MCMIX004_123_0,2025-01-22T00:24:00Z,1,22,8,0.4991,0.22666,0.11308
185,20250128_B2201_MCMIX004_123_0,2025-01-22T00:30:00Z,1,23,8,0.4991,0.22519,0.11196
186,20250128_B2201_MCMIX004_123_0,2025-01-22T00:36:00Z,1,0,8,0.4991,0.22349,0.1127
187,20250128_B2201_MCMIX004_123_0,2025-01-22T00:42:00Z,1,1,8,0.4991,0.21867,0.11047
188,20250128_B2201_MCMIX004_123_0,2025-01-22T00:48:00Z,1,2,8,0.4991,0.22156,0.11065
189,20250128_B2201_MCMIX004_123_0,2025-01-22T00:54:00Z,1,3,8,0.4991,0.22228,0.10879
194,20250128_B2201_MCMIX004_123_0,2025-01-22T01:24:00Z,1,8,8,22.5,0.20872,0.09817
195,20250128_B2201_MCMIX004_123_0,2025-01-22T01:30:00Z,1,9,8,44.5026,0.20615,0.09817
196,20250128_B2201_MCMIX004_123_0,2025-01-22T01:36:00Z,1,10,8,67.5,0.20383,0.09836
197,20250128_B2201_MCMIX004_123_0,2025-01-22T01:42:00Z,1,11,8,83.5016,0.20267,0.09781
198,20250128_B2201_MCMIX004_123_0,2025-01-22T01:48:00Z,1,12,8,89.5009,0.20083,0.09655
199,20250128_B2201_MCMIX004_123_0,2025-01-22T01:54:00Z,1,13,8,84.4998,0.19831,0.09637
5,20250128_B2201_MCMIX004_123_0,2025-01-21T06:30:00Z,2,11,0,83.5016,0.0378,0.02007
6,20250128_B2201_MCMIX004_123_0,2025-01-21T06:36:00Z,2,12,0,89.5009,0.04018,0.02313
7,20250128_B2201_MCMIX004_123_0,2025-01-21T06:42:00Z,2,13,0,84.4998,0.04193,0.02713
9,20250128_B2201_MCMIX004_123_0,2025-01-21T06:54:00Z,2,15,0,45.4974,0.04018,0.02282
10,20250128_B2201_MCMIX004_123_0,2025-01-21T07:00:00Z,2,16,0,22.5,0.03875,0.02114
11,20250128_B2201_MCMIX004_123_0,2025-01-21T07:06:00Z,2,17,0,6.4984,0.04449,0.02451
12,20250128_B2201_MCMIX004_123_0,2025-01-21T07:12:00Z,2,18,0,0.4991,0.04658,0.02558
13,20250128_B2201_MCMIX004_123_0,2025-01-21T07:18:00Z,2,19,1,0.4991,0.03622,0.02114
15,20250128_B2201_MCMIX004_123_0,2025-01-21T07:30:00Z,2,21,1,0.4991,0.0397,0.01855
16,20250128_B2201_MCMIX004_123_0,2025-01-21T07:36:00Z,2,22,1,0.4991,0.03764,0.0216
17,20250128_B2201_MCMIX004_123_0,2025-01-21T07:42:00Z,2,23,1,0.4991,0.03575,0.01674
18,20250128_B2201_MCMIX004_123_0,2025-01-21T07:48:00Z,2,0,1,0.4991,0.03465,0.01478
19,20250128_B2201_MCMIX004_123_0,2025-01-21T07:54:00Z,2,1,1,0.4991,0.03418,0.01644
20,20250128_B2201_MCMIX004_123_0,2025-01-21T08:00:00Z,2,2,1,0.4991,0.03512,0.01553
21,20250128_B2201_MCMIX004_123_0,2025-01-21T08:06:00Z,2,3,1,0.4991,0.03106,0.01418
22,20250128_B2201_MCMIX004_123_0,2025-01-21T08:12:00Z,2,4,1,0.4991,0.03059,0.01208
23,20250128_B2201_MCMIX004_123_0,2025-01-21T08:18:00Z,2,5,1,0.4991,0.02904,0.01133
24,20250128_B2201_MCMIX004_123_0,2025-01-21T08:24:00Z,2,6,1,0.4991,0.02796,0.01163
25,20250128_B2201_MCMIX004_123_0,2025-01-21T08:30:00Z,2,7,1,5.5002,0.02657,0.01029
27,20250128_B2201_MCMIX004_123_0,2025-01-21T08:42:00Z,2,9,1,44.5026,0.02796,0.01059
28,20250128_B2201_MCMIX004_123_0,2025-01-21T08:48:00Z,2,10,1,67.5,0.02827,0.01148
29,20250128_B2201_MCMIX004_123_0,2025-01-21T08:54:00Z,2,11,1,83.5016,0.03137,0.00985
30,20250128_B2201_MCMIX004_123_0,2025-01-21T09:00:00Z,2,12,1,89.5009,0.03153,0.01253
31,20250128_B2201_MCMIX004_123_0,2025-01-21T09:06:00Z,2,13,1,84.4998,0.03153,0.01373
32,20250128_B2201_MCMIX004_123_0,2025-01-21T09:12:00Z,2,14,1,68.4957,0.03591,0.01704
33,20250128_B2201_MCMIX004_123_0,2025-01-21T09:18:00Z,2,15,1,45.4974,0.08323,0.03841
34,20250128_B2201_MCMIX004_123_0,2025-01-21T09:24:00Z,2,16,1,22.5,0.06,0.03651
35,20250128_B2201_MCMIX004_123_0,2025-01-21T09:30:00Z,2,17,1,6.4984,0.06034,0.03477
36,20250128_B2201_MCMIX004_123_0,2025-01-21T09:36:00Z,2,18,2,0.4991,0.05603,0.0332
37,20250128_B2201_MCMIX004_123_0,2025-01-21T09:42:00Z,2,19,2,0.4991,0.05472,0.03164
38,20250128_B2201_MCMIX004_123_0,2025-01-21T09:48:00Z,2,20,2,0.4991,0.04982,0.0279
39,20250128_B2201_MCMIX004_123_0,2025-01-21T09:54:00Z,2,21,2,0.4991,0.04982,0.02728
40,20250128_B2201_MCMIX004_123_0,2025-01-21T10:00:00Z,2,22,2,0.4991,0.04449,0.02528
41,20250128_B2201_MCMIX004_123_0,2025-01-21T10:06:00Z,2,23,2,0.4991,0.04097,0.02466
42,20250128_B2201_MCMIX004_123_0,2025-01-21T10:12:00Z,2,0,2,0.4991,0.0405,0.02728
43,20250128_B2201_MCMIX004_123_0,2025-01-21T10:18:00Z,2,1,2,0.4991,0.04081,0.02267
44,20250128_B2201_MCMIX004_123_0,2025-01-21T10:24:00Z,2,2,2,0.4991,0.03701,0.02007
45,20250128_B2201_MCMIX004_123_0,2025-01-21T10:30:00Z,2,3,2,0.4991,0.03907,0.0216
46,20250128_B2201_MCMIX004_123_0,2025-01-21T10:36:00Z,2,4,2,0.4991,0.04321,0.02236
47,20250128_B2201_MCMIX004_123_0,2025-01-21T10:42:00Z,2,5,2,0.4991,0.03828,0.02297
48,20250128_B2201_MCMIX004_123_0,2025-01-21T10:48:00Z,2,6,2,0.4991,0.04193,0.03352
49,20250128_B2201_MCMIX004_123_0,2025-01-21T10:54:00Z,2,7,2,5.5002,0.04225,0.0262
50,20250128_B2201_MCMIX004_123_0,2025-01-21T11:00:00Z,2,8,2,22.5,0.04481,0.02466
51,20250128_B2201_MCMIX004_123_0,2025-01-21T11:06:00Z,2,9,2,44.5026,0.05242,0.03054
